ds,y_qty,y_revenue,temp_avg,rain_mm,is_rainy,is_weekend,is_holiday,is_pre_holiday,is_post_holiday,day_of_week,holiday_label,month,year,day,week_of_year,quarter
2022-04-04,6,7594.5599999999995,26.433333333333334,3.8333333333333335,1,0,0,0,0,0,,4,2022,4,14,2
2022-04-05,10,6681.200000000001,25.639999999999997,0.74,1,0,0,0,0,1,,4,2022,5,14,2
2022-04-06,6,4801.65,26.733333333333334,3.3333333333333335,1,0,0,0,0,2,,4,2022,6,14,2
2022-04-07,10,6660.3099999999995,29.4,0.1,1,0,0,0,0,3,,4,2022,7,14,2
2022-04-08,2,235.42,26.4,0.1,1,0,0,0,0,4,,4,2022,8,14,2
2022-04-09,8,693.4100000000001,27.3,0.0,0,1,0,0,0,5,,4,2022,9,14,2
2022-04-10,62,49308.78,25.893103448275863,0.8206896551724138,1,1,0,1,0,6,,4,2022,10,14,2
2022-04-11,98,56030.77,27.799999999999997,0.3,1,0,1,1,0,0,Special Public Holiday,4,2022,11,15,2
2022-04-12,85,49714.04,26.79032258064516,0.25483870967741934,1,0,1,1,1,1,Special Public Holiday,4,2022,12,15,2
2022-04-13,99,62508.9,26.870731707317074,0.375609756097561,1,0,1,1,1,2,Day Before Sinhala and Tamil New Year,4,2022,13,15,2
2022-04-14,66,60100.11,28.071875,0.05,1,0,1,1,1,3,Sinhala and Tamil New Year,4,2022,14,15,2
2022-04-15,85,55961.23,29.41621621621622,0.0,0,0,1,1,1,4,Good Friday,4,2022,15,15,2
2022-04-16,93,60052.52,28.779411764705884,0.058823529411764705,1,1,1,0,1,5,Bak Full Moon Poya Day,4,2022,16,15,2
2022-04-17,87,63210.79,28.27777777777778,0.06666666666666667,1,1,0,0,1,6,,4,2022,17,15,2
2022-04-18,11,4402.91,28.5,0.02,1,0,0,0,0,0,,4,2022,18,16,2
2022-04-19,12,13390.699999999999,26.5875,1.3,1,0,0,0,0,1,,4,2022,19,16,2
2022-04-20,14,6110.55,28.883333333333336,0.06666666666666667,1,0,0,0,0,2,,4,2022,20,16,2
2022-04-21,5,2244.45,28.15,0.2,1,0,0,0,0,3,,4,2022,21,16,2
2022-04-22,13,8239.6,27.26,0.7,1,0,0,0,0,4,,4,2022,22,16,2
2022-04-23,8,6298.52,27.275,0.025,1,1,0,0,0,5,,4,2022,23,16,2
2022-04-24,3,2111.94,29.1,0.1,1,1,0,0,0,6,,4,2022,24,16,2
2022-04-25,3,4239.23,27.75,0.1,1,0,0,0,0,0,,4,2022,25,17,2
2022-04-26,3,4282.24,28.75,0.0,0,0,0,0,0,1,,4,2022,26,17,2
2022-04-27,2,2612.6499999999996,28.7,0.05,1,0,0,0,0,2,,4,2022,27,17,2
2022-04-28,10,3181.9700000000003,28.133333333333336,0.7999999999999999,1,0,0,0,0,3,,4,2022,28,17,2
2022-04-29,6,1700.88,28.1,0.05,1,0,0,0,0,4,,4,2022,29,17,2
2022-04-30,73,51884.0,28.91,0.13333333333333333,1,1,0,1,0,5,,4,2022,30,17,2
2022-05-01,92,46207.590000000004,29.22941176470588,0.1411764705882353,1,1,1,1,0,6,International Workers' Day,5,2022,1,17,2
2022-05-02,87,53894.47,28.910810810810812,0.2783783783783784,1,0,1,1,1,0,Special Public Holiday,5,2022,2,18,2
2022-05-03,79,47355.97,29.505555555555556,0.20277777777777778,1,0,1,0,1,1,Eid al-Fitr,5,2022,3,18,2
2022-05-04,73,41288.770000000004,28.758064516129032,0.05806451612903226,1,0,0,0,1,2,,5,2022,4,18,2
2022-05-05,9,3894.3599999999997,27.8,0.75,1,0,0,0,0,3,,5,2022,5,18,2
2022-05-06,6,2109.5600000000004,28.766666666666666,0.0,0,0,0,0,0,4,,5,2022,6,18,2
2022-05-07,7,6074.85,29.55,0.07500000000000001,1,1,0,0,0,5,,5,2022,7,18,2
2022-05-08,13,10740.699999999999,29.52,0.32,1,1,0,0,0,6,,5,2022,8,18,2
2022-05-09,18,8743.240000000002,28.67142857142857,0.4857142857142857,1,0,0,0,0,0,,5,2022,9,19,2
2022-05-10,14,5912.65,28.233333333333334,1.2666666666666668,1,0,0,0,0,1,,5,2022,10,19,2
2022-05-11,14,7306.93,29.525,0.175,1,0,0,0,0,2,,5,2022,11,19,2
2022-05-12,8,3813.0499999999997,27.15,0.30000000000000004,1,0,0,0,0,3,,5,2022,12,19,2
2022-05-13,9,4157.44,26.325,1.5999999999999999,1,0,0,0,0,4,,5,2022,13,19,2
2022-05-14,87,56638.990000000005,25.933333333333334,2.5484848484848484,1,1,0,1,0,5,,5,2022,14,19,2
2022-05-15,67,38739.71,27.25862068965517,0.20689655172413793,1,1,1,1,0,6,Vesak Full Moon Poya Day,5,2022,15,19,2
2022-05-16,90,61397.44,27.59189189189189,0.21621621621621623,1,0,1,0,1,0,Day Following Vesak Full Moon Poya Day,5,2022,16,20,2
2022-05-17,114,91733.11,27.23617021276596,0.8595744680851064,1,0,0,0,1,1,,5,2022,17,20,2
2022-05-18,11,4267.049999999999,28.15,0.25,1,0,0,0,0,2,,5,2022,18,20,2
2022-05-19,7,7431.22,27.4,1.125,1,0,0,0,0,3,,5,2022,19,20,2
2022-05-20,7,3863.17,28.075,0.425,1,0,0,0,0,4,,5,2022,20,20,2
2022-05-21,14,6622.36,27.985714285714288,0.028571428571428574,1,1,0,0,0,5,,5,2022,21,20,2
2022-05-22,7,4761.75,27.7,0.09999999999999999,1,1,0,0,0,6,,5,2022,22,20,2
2022-05-23,13,6712.370000000001,27.839999999999996,0.13999999999999999,1,0,0,0,0,0,,5,2022,23,21,2
2022-05-24,7,5214.82,26.05,0.35,1,0,0,0,0,1,,5,2022,24,21,2
2022-05-25,4,2027.75,27.049999999999997,0.25,1,0,0,0,0,2,,5,2022,25,21,2
2022-05-26,3,100.97,26.1,0.1,1,0,0,0,0,3,,5,2022,26,21,2
2022-05-27,8,3405.71,27.5,0.5333333333333333,1,0,0,0,0,4,,5,2022,27,21,2
2022-05-28,5,3254.15,27.0,0.6666666666666666,1,1,0,0,0,5,,5,2022,28,21,2
2022-05-29,14,7728.16,26.066666666666666,1.3,1,1,0,0,0,6,,5,2022,29,21,2
2022-05-30,3,5536.380000000001,26.049999999999997,1.7999999999999998,1,0,0,0,0,0,,5,2022,30,22,2
2022-05-31,6,2601.0699999999997,26.5,3.95,1,0,0,0,0,1,,5,2022,31,22,2
2022-06-01,16,6303.7,26.860000000000003,0.5199999999999999,1,0,0,0,0,2,,6,2022,1,22,2
2022-06-02,4,1846.7399999999998,27.4,0.55,1,0,0,0,0,3,,6,2022,2,22,2
2022-06-03,9,7288.89,27.133333333333336,0.06666666666666667,1,0,0,0,0,4,,6,2022,3,22,2
2022-06-04,6,2941.4700000000003,28.15,0.2,1,1,0,0,0,5,,6,2022,4,22,2
2022-06-05,8,4167.74,28.15,0.25,1,1,0,0,0,6,,6,2022,5,22,2
2022-06-06,12,11635.46,26.82,0.18,1,0,0,0,0,0,,6,2022,6,23,2
2022-06-07,2,915.51,27.5,0.0,0,0,0,0,0,1,,6,2022,7,23,2
2022-06-08,9,6819.21,27.5,0.075,1,0,0,0,0,2,,6,2022,8,23,2
2022-06-09,10,4157.99,27.333333333333332,0.10000000000000002,1,0,0,0,0,3,,6,2022,9,23,2
2022-06-10,6,6861.469999999999,28.05,0.0,0,0,0,0,0,4,,6,2022,10,23,2
2022-06-11,19,5017.43,27.466666666666665,0.5166666666666666,1,1,0,0,0,5,,6,2022,11,23,2
2022-06-12,8,5664.360000000001,26.7,0.0,0,1,0,0,0,6,,6,2022,12,23,2
2022-06-13,131,91004.52,27.764583333333334,0.15625,1,0,0,1,0,0,,6,2022,13,24,2
2022-06-14,114,56922.17,27.7,0.2,1,0,1,0,0,1,Poson Full Moon Poya Day,6,2022,14,24,2
2022-06-15,106,66108.66,25.842857142857145,0.9666666666666667,1,0,0,0,1,2,,6,2022,15,24,2
2022-06-16,2,793.44,26.7,0.2,1,0,0,0,0,3,,6,2022,16,24,2
2022-06-17,6,2956.28,27.0,0.3,1,0,0,0,0,4,,6,2022,17,24,2
2022-06-18,4,5774.43,26.9,0.0,0,1,0,0,0,5,,6,2022,18,24,2
2022-06-19,8,8417.19,27.68,0.02,1,1,0,0,0,6,,6,2022,19,24,2
2022-06-20,17,14648.25,27.1625,0.1375,1,0,0,0,0,0,,6,2022,20,25,2
2022-06-21,5,7628.470000000001,27.45,0.375,1,0,0,0,0,1,,6,2022,21,25,2
2022-06-22,7,4763.7,27.5,1.55,1,0,0,0,0,2,,6,2022,22,25,2
2022-06-23,4,2366.42,27.5,0.13333333333333333,1,0,0,0,0,3,,6,2022,23,25,2
2022-06-24,11,5498.93,26.75,0.775,1,0,0,0,0,4,,6,2022,24,25,2
2022-06-25,5,5423.93,27.65,0.1,1,1,0,0,0,5,,6,2022,25,25,2
2022-06-26,3,556.1400000000001,27.25,0.0,0,1,0,0,0,6,,6,2022,26,25,2
2022-06-27,5,5526.31,27.95,0.0,0,0,0,0,0,0,,6,2022,27,26,2
2022-06-28,9,7444.75,27.450000000000003,0.15,1,0,0,0,0,1,,6,2022,28,26,2
2022-06-29,4,1588.6999999999998,28.2,0.15,1,0,0,0,0,2,,6,2022,29,26,2
2022-06-30,5,6979.14,27.899999999999995,1.7,1,0,0,0,0,3,,6,2022,30,26,2
2022-07-01,1,1646.87,27.7,0.0,0,0,0,0,0,4,,7,2022,1,26,3
2022-07-02,4,1358.71,27.4,0.0,0,1,0,0,0,5,,7,2022,2,26,3
2022-07-03,2,1290.6699999999998,27.55,1.15,1,1,0,0,0,6,,7,2022,3,26,3
2022-07-04,2,3439.02,27.6,0.0,0,0,0,0,0,0,,7,2022,4,27,3
2022-07-05,8,2420.26,27.866666666666664,0.0,0,0,0,0,0,1,,7,2022,5,27,3
2022-07-06,8,4791.26,26.5,0.0,0,0,0,0,0,2,,7,2022,6,27,3
2022-07-07,8,3211.25,26.65,0.0,0,0,0,0,0,3,,7,2022,7,27,3
2022-07-08,6,1846.56,27.8,0.0,0,0,0,0,0,4,,7,2022,8,27,3
2022-07-09,101,49909.77,27.51081081081081,0.002702702702702703,1,1,0,1,0,5,,7,2022,9,27,3
2022-07-10,79,41681.77,27.04516129032258,0.25483870967741934,1,1,1,0,0,6,Eid al-Adha,7,2022,10,27,3
2022-07-11,72,40032.41,26.646666666666665,0.013333333333333334,1,0,0,0,1,0,,7,2022,11,28,3
2022-07-12,72,49222.58,27.20625,0.15937500000000002,1,0,0,1,0,1,,7,2022,12,28,3
2022-07-13,89,55422.37,27.10810810810811,0.05945945945945946,1,0,1,0,0,2,Esala Full Moon Poya Day,7,2022,13,28,3
2022-07-14,87,55914.74,27.710526315789473,0.15263157894736842,1,0,0,0,1,3,,7,2022,14,28,3
2022-07-15,6,4345.09,26.96666666666667,0.0,0,0,0,0,0,4,,7,2022,15,28,3
2022-07-16,5,1607.42,28.05,0.25,1,1,0,0,0,5,,7,2022,16,28,3
2022-07-17,14,6265.18,27.419999999999998,0.12000000000000002,1,1,0,0,0,6,,7,2022,17,28,3
2022-07-18,27,9394.15,27.1,0.05,1,0,0,0,0,0,,7,2022,18,29,3
2022-07-19,22,17461.87,27.799999999999997,0.044444444444444446,1,0,0,0,0,1,,7,2022,19,29,3
2022-07-20,13,10488.37,26.74,0.1,1,0,0,0,0,2,,7,2022,20,29,3
2022-07-21,1,2042.9,26.2,0.1,1,0,0,0,0,3,,7,2022,21,29,3
2022-07-22,26,21254.5,26.811111111111114,0.3888888888888889,1,0,0,0,0,4,,7,2022,22,29,3
2022-07-23,8,1680.82,26.96666666666667,0.13333333333333333,1,1,0,0,0,5,,7,2022,23,29,3
2022-07-24,8,15060.739999999998,27.125,0.05,1,1,0,0,0,6,,7,2022,24,29,3
2022-07-25,7,4974.86,27.475,0.025,1,0,0,0,0,0,,7,2022,25,30,3
2022-07-26,16,6268.52,27.339999999999996,0.14,1,0,0,0,0,1,,7,2022,26,30,3
2022-07-27,10,6507.68,26.575,1.75,1,0,0,0,0,2,,7,2022,27,30,3
2022-07-28,14,7381.5199999999995,26.02,0.0,0,0,0,0,0,3,,7,2022,28,30,3
2022-07-29,13,13569.34,26.357142857142858,0.014285714285714287,1,0,0,0,0,4,,7,2022,29,30,3
2022-07-30,16,4916.63,27.516666666666666,0.06666666666666667,1,1,0,0,0,5,,7,2022,30,30,3
2022-07-31,6,5790.2300000000005,26.35,0.225,1,1,0,0,0,6,,7,2022,31,30,3
2022-08-01,14,3993.2299999999996,25.6,0.58,1,0,0,0,0,0,,8,2022,1,31,3
2022-08-02,18,3834.6500000000005,25.560000000000002,0.76,1,0,0,0,0,1,,8,2022,2,31,3
2022-08-03,13,3765.0599999999995,25.98,0.32,1,0,0,0,0,2,,8,2022,3,31,3
2022-08-04,5,2571.29,25.8,0.0,0,0,0,0,0,3,,8,2022,4,31,3
2022-08-05,2,4304.459999999999,25.6,0.1,1,0,0,0,0,4,,8,2022,5,31,3
2022-08-06,8,1916.5400000000002,26.266666666666666,0.06666666666666667,1,1,0,0,0,5,,8,2022,6,31,3
2022-08-07,14,4887.8,26.85,0.125,1,1,0,0,0,6,,8,2022,7,31,3
2022-08-08,11,6889.93,27.725,0.2,1,0,0,0,0,0,,8,2022,8,32,3
2022-08-09,3,2664.76,25.8,0.0,0,0,0,0,0,1,,8,2022,9,32,3
2022-08-10,99,64384.65,26.941666666666666,0.013888888888888888,1,0,0,1,0,2,,8,2022,10,32,3
2022-08-11,80,64733.75,27.513157894736842,0.0,0,0,1,0,0,3,Nikini Full Moon Poya Day,8,2022,11,32,3
2022-08-12,97,56124.369999999995,27.56578947368421,0.0,0,0,0,0,1,4,,8,2022,12,32,3
2022-08-13,8,2853.83,26.95,0.025,1,1,0,0,0,5,,8,2022,13,32,3
2022-08-14,10,3304.6799999999994,27.525,0.125,1,1,0,0,0,6,,8,2022,14,32,3
2022-08-15,8,5292.34,28.266666666666666,0.0,0,0,0,0,0,0,,8,2022,15,33,3
2022-08-16,11,8118.63,27.599999999999998,0.03333333333333333,1,0,0,0,0,1,,8,2022,16,33,3
2022-08-17,10,5799.2,28.099999999999998,0.16666666666666666,1,0,0,0,0,2,,8,2022,17,33,3
2022-08-18,19,8363.08,27.02,0.5199999999999999,1,0,0,0,0,3,,8,2022,18,33,3
2022-08-19,14,11328.36,27.05,0.09999999999999999,1,0,0,0,0,4,,8,2022,19,33,3
2022-08-20,16,7942.35,27.45,0.05000000000000001,1,1,0,0,0,5,,8,2022,20,33,3
2022-08-21,18,13502.04,27.566666666666666,0.16666666666666666,1,1,0,0,0,6,,8,2022,21,33,3
2022-08-22,13,4400.62,26.175,0.025,1,0,0,0,0,0,,8,2022,22,34,3
2022-08-23,17,9685.310000000001,26.6,0.2222222222222222,1,0,0,0,0,1,,8,2022,23,34,3
2022-08-24,5,2410.8599999999997,26.299999999999997,0.1,1,0,0,0,0,2,,8,2022,24,34,3
2022-08-25,6,6779.9400000000005,27.2,0.6,1,0,0,0,0,3,,8,2022,25,34,3
2022-08-26,11,7099.990000000001,26.016666666666666,0.4166666666666667,1,0,0,0,0,4,,8,2022,26,34,3
2022-08-27,14,17554.28,26.771428571428572,0.15714285714285717,1,1,0,0,0,5,,8,2022,27,34,3
2022-08-28,10,5976.490000000001,26.96,0.16,1,1,0,0,0,6,,8,2022,28,34,3
2022-08-29,17,10017.53,26.099999999999998,0.32857142857142857,1,0,0,0,0,0,,8,2022,29,35,3
2022-08-30,12,7146.36,26.599999999999998,0.8833333333333333,1,0,0,0,0,1,,8,2022,30,35,3
2022-08-31,2,655.41,24.3,1.3,1,0,0,0,0,2,,8,2022,31,35,3
2022-09-01,3,868.79,26.0,0.1,1,0,0,0,0,3,,9,2022,1,35,3
2022-09-02,3,336.66,25.7,0.2,1,0,0,0,0,4,,9,2022,2,35,3
2022-09-03,2,423.96,27.8,0.1,1,1,0,0,0,5,,9,2022,3,35,3
2022-09-04,4,889.29,25.0,0.75,1,1,0,0,0,6,,9,2022,4,35,3
2022-09-05,7,2115.62,25.6,0.6000000000000001,1,0,0,0,0,0,,9,2022,5,36,3
2022-09-06,4,1640.89,25.9,0.0,0,0,0,0,0,1,,9,2022,6,36,3
2022-09-07,4,707.6700000000001,26.200000000000003,0.05,1,0,0,0,0,2,,9,2022,7,36,3
2022-09-08,4,174.03,26.1,0.0,0,0,0,0,0,3,,9,2022,8,36,3
2022-09-09,78,62291.1,26.84285714285714,0.13714285714285715,1,0,0,1,0,4,,9,2022,9,36,3
2022-09-10,102,65564.95,27.170731707317074,0.21707317073170732,1,1,1,0,0,5,Binara Full Moon Poya Day,9,2022,10,36,3
2022-09-11,96,87422.3,27.163414634146342,0.175609756097561,1,1,0,0,1,6,,9,2022,11,36,3
2022-09-12,1,2202.24,26.0,0.0,0,0,0,0,0,0,,9,2022,12,37,3
2022-09-13,10,4475.410000000001,26.099999999999998,0.0,0,0,0,0,0,1,,9,2022,13,37,3
2022-09-14,7,2689.9400000000005,26.53333333333333,0.13333333333333333,1,0,0,0,0,2,,9,2022,14,37,3
2022-09-15,2,14616.59,28.0,0.0,0,0,0,0,0,3,,9,2022,15,37,3
2022-09-16,4,7057.6900000000005,27.049999999999997,0.0,0,0,0,0,0,4,,9,2022,16,37,3
2022-09-17,7,4225.67,27.733333333333334,0.16666666666666666,1,1,0,0,0,5,,9,2022,17,37,3
2022-09-18,3,736.66,26.4,0.0,0,1,0,0,0,6,,9,2022,18,37,3
2022-09-19,10,3402.3999999999996,27.3,0.15000000000000002,1,0,0,0,0,0,,9,2022,19,38,3
2022-09-20,2,1008.53,28.4,0.4,1,0,0,0,0,1,,9,2022,20,38,3
2022-09-21,4,1828.58,28.8,0.1,1,0,0,0,0,2,,9,2022,21,38,3
2022-09-22,3,1446.7099999999998,28.0,0.0,0,0,0,0,0,3,,9,2022,22,38,3
2022-09-23,1,1993.58,26.0,0.0,0,0,0,0,0,4,,9,2022,23,38,3
2022-09-24,5,814.79,25.8,0.0,0,1,0,0,0,5,,9,2022,24,38,3
2022-09-25,7,1989.0899999999997,27.599999999999998,0.0,0,1,0,0,0,6,,9,2022,25,38,3
2022-09-26,4,1098.45,27.1,0.1,1,0,0,0,0,0,,9,2022,26,39,3
2022-09-27,3,7535.689999999999,27.066666666666663,0.09999999999999999,1,0,0,0,0,1,,9,2022,27,39,3
2022-09-28,6,814.1800000000001,28.9,0.1,1,0,0,0,0,2,,9,2022,28,39,3
2022-09-29,6,1114.49,28.5,0.3,1,0,0,0,0,3,,9,2022,29,39,3
2022-09-30,1,2319.18,27.9,0.1,1,0,0,0,0,4,,9,2022,30,39,3
2022-10-01,12,5547.09,26.5,0.025,1,1,0,0,0,5,,10,2022,1,39,4
2022-10-02,2,888.0,26.4,0.0,0,1,0,0,0,6,,10,2022,2,39,4
2022-10-03,4,3522.8099999999995,27.333333333333332,0.2333333333333333,1,0,0,0,0,0,,10,2022,3,40,4
2022-10-04,16,7045.43,27.61428571428571,0.15714285714285717,1,0,0,0,0,1,,10,2022,4,40,4
2022-10-05,4,3637.6300000000006,27.55,0.0,0,0,0,0,0,2,,10,2022,5,40,4
2022-10-06,10,8488.71,27.54,0.12,1,0,0,0,0,3,,10,2022,6,40,4
2022-10-07,8,4452.02,27.633333333333336,0.20000000000000004,1,0,0,0,0,4,,10,2022,7,40,4
2022-10-08,89,49116.75,26.95,0.040625,1,1,0,1,0,5,,10,2022,8,40,4
2022-10-09,86,38821.9,27.641935483870967,0.08709677419354837,1,1,1,0,0,6,Prophet's Birthday; Vap Full Moon Poya Day,10,2022,9,40,4
2022-10-10,95,62645.43,27.581578947368417,0.15,1,0,0,0,1,0,,10,2022,10,41,4
2022-10-11,1,1579.12,28.1,1.1,1,0,0,0,0,1,,10,2022,11,41,4
2022-10-12,4,625.29,24.9,0.2,1,0,0,0,0,2,,10,2022,12,41,4
2022-10-13,11,13623.859999999999,25.95,0.13333333333333333,1,0,0,0,0,3,,10,2022,13,41,4
2022-10-14,8,3294.1300000000006,25.15,1.225,1,0,0,0,0,4,,10,2022,14,41,4
2022-10-15,9,4956.9,25.880000000000003,0.4,1,1,0,0,0,5,,10,2022,15,41,4
2022-10-16,19,9381.91,25.642857142857142,0.5714285714285714,1,1,0,0,0,6,,10,2022,16,41,4
2022-10-17,9,10079.84,25.860000000000003,2.1,1,0,0,0,0,0,,10,2022,17,42,4
2022-10-18,7,3923.4300000000003,25.775,0.525,1,0,0,0,0,1,,10,2022,18,42,4
2022-10-19,8,3415.37,26.4,0.0,0,0,0,0,0,2,,10,2022,19,42,4
2022-10-20,13,10609.76,26.160000000000004,0.4,1,0,0,0,0,3,,10,2022,20,42,4
2022-10-21,9,6966.719999999999,24.46666666666667,0.8666666666666666,1,0,0,0,0,4,,10,2022,21,42,4
2022-10-22,10,5422.72,24.35,0.0,0,1,0,0,0,5,,10,2022,22,42,4
2022-10-23,89,58888.97,25.619444444444447,0.8611111111111112,1,1,0,1,0,6,,10,2022,23,42,4
2022-10-24,85,53531.659999999996,25.83888888888889,0.34444444444444444,1,0,1,0,0,0,Deepavali Festival Day,10,2022,24,43,4
2022-10-25,85,50977.79,27.110256410256408,0.11282051282051284,1,0,0,0,1,1,,10,2022,25,43,4
2022-10-26,5,4274.32,27.53333333333333,0.10000000000000002,1,0,0,0,0,2,,10,2022,26,43,4
2022-10-27,8,1465.71,25.1,0.0,0,0,0,0,0,3,,10,2022,27,43,4
2022-10-28,21,5464.8099999999995,27.7125,0.0,0,0,0,0,0,4,,10,2022,28,43,4
2022-10-29,5,6859.46,27.266666666666666,0.0,0,1,0,0,0,5,,10,2022,29,43,4
2022-10-30,4,1434.9199999999998,27.166666666666668,0.20000000000000004,1,1,0,0,0,6,,10,2022,30,43,4
2022-10-31,7,10980.170000000002,27.266666666666666,0.13333333333333333,1,0,0,0,0,0,,10,2022,31,44,4
2022-11-01,7,2665.3399999999997,24.95,0.9,1,0,0,0,0,1,,11,2022,1,44,4
2022-11-02,10,10416.11,26.200000000000003,2.4,1,0,0,0,0,2,,11,2022,2,44,4
2022-11-03,3,187.69,25.9,0.8,1,0,0,0,0,3,,11,2022,3,44,4
2022-11-04,5,1212.07,24.5,1.8,1,0,0,0,0,4,,11,2022,4,44,4
2022-11-05,12,5500.01,24.68,1.6600000000000001,1,1,0,0,0,5,,11,2022,5,44,4
2022-11-06,68,45913.55,26.15,0.056666666666666664,1,1,0,1,0,6,,11,2022,6,44,4
2022-11-07,86,39248.88,25.641935483870967,0.6096774193548387,1,0,1,0,0,0,Il Full Moon Poya Day,11,2022,7,45,4
2022-11-08,103,56175.87,26.417142857142856,0.6457142857142857,1,0,0,0,1,1,,11,2022,8,45,4
2022-11-09,7,3929.4700000000003,25.9,0.0,0,0,0,0,0,2,,11,2022,9,45,4
2022-11-10,7,5094.24,27.8,0.0,0,0,0,0,0,3,,11,2022,10,45,4
2022-11-11,5,1092.07,24.700000000000003,2.1999999999999997,1,0,0,0,0,4,,11,2022,11,45,4
2022-11-12,21,11504.550000000001,25.75714285714286,1.0142857142857142,1,1,0,0,0,5,,11,2022,12,45,4
2022-11-13,9,8891.28,26.060000000000002,1.1,1,1,0,0,0,6,,11,2022,13,45,4
2022-11-14,18,9082.96,26.849999999999998,1.3,1,0,0,0,0,0,,11,2022,14,46,4
2022-11-15,8,5158.629999999999,27.450000000000003,0.175,1,0,0,0,0,1,,11,2022,15,46,4
2022-11-16,21,6445.9400000000005,27.542857142857144,0.1285714285714286,1,0,0,0,0,2,,11,2022,16,46,4
2022-11-17,3,1282.52,27.15,0.0,0,0,0,0,0,3,,11,2022,17,46,4
2022-11-18,16,7836.870000000001,25.433333333333334,0.0,0,0,0,0,0,4,,11,2022,18,46,4
2022-11-19,2,3164.7300000000005,25.65,0.0,0,1,0,0,0,5,,11,2022,19,46,4
2022-11-20,5,2141.32,26.3,0.0,0,1,0,0,0,6,,11,2022,20,46,4
2022-11-21,11,6003.18,26.3,0.0,0,0,0,0,0,0,,11,2022,21,47,4
2022-11-22,6,2615.16,27.200000000000003,0.0,0,0,0,0,0,1,,11,2022,22,47,4
2022-11-23,18,7177.219999999999,27.883333333333336,0.0,0,0,0,0,0,2,,11,2022,23,47,4
2022-11-24,2,3261.24,25.0,0.0,0,0,0,0,0,3,,11,2022,24,47,4
2022-11-25,9,2514.9700000000003,28.5,0.0,0,0,0,0,0,4,,11,2022,25,47,4
2022-11-26,17,13591.26,26.5,0.0,0,1,0,0,0,5,,11,2022,26,47,4
2022-11-27,4,2949.6099999999997,27.6,0.0,0,1,0,0,0,6,,11,2022,27,47,4
2022-11-28,7,6471.999999999999,27.566666666666666,0.0,0,0,0,0,0,0,,11,2022,28,48,4
2022-11-29,8,3965.1800000000003,29.266666666666666,0.0,0,0,0,0,0,1,,11,2022,29,48,4
2022-11-30,10,1419.14,29.0,0.0,0,0,0,0,0,2,,11,2022,30,48,4
2022-12-01,3,1720.65,28.6,0.1,1,0,0,0,0,3,,12,2022,1,48,4
2022-12-02,17,4674.6900000000005,27.133333333333336,1.0666666666666667,1,0,0,0,0,4,,12,2022,2,48,4
2022-12-03,5,1433.23,26.2,5.5,1,1,0,0,0,5,,12,2022,3,48,4
2022-12-04,11,6052.24,25.660000000000004,0.12,1,1,0,0,0,6,,12,2022,4,48,4
2022-12-05,12,5786.1900000000005,26.880000000000003,0.2,1,0,0,0,0,0,,12,2022,5,49,4
2022-12-06,76,66187.13,27.220000000000002,0.04,1,0,0,1,0,1,,12,2022,6,49,4
2022-12-07,88,53645.58,25.823684210526313,0.002631578947368421,1,0,1,0,0,2,Unduvap Full Moon Poya Day,12,2022,7,49,4
2022-12-08,84,49868.130000000005,24.611428571428572,0.3,1,0,0,0,1,3,,12,2022,8,49,4
2022-12-09,6,3092.48,27.25,0.0,0,0,0,0,0,4,,12,2022,9,49,4
2022-12-10,15,6520.390000000001,26.675,0.8250000000000001,1,1,0,0,0,5,,12,2022,10,49,4
2022-12-11,30,9249.470000000001,27.0875,0.675,1,1,0,0,0,6,,12,2022,11,49,4
2022-12-12,9,4788.51,26.35,0.05,1,0,0,0,0,0,,12,2022,12,50,4
2022-12-13,10,7583.75,27.560000000000002,0.12000000000000002,1,0,0,0,0,1,,12,2022,13,50,4
2022-12-14,27,13442.62,26.818181818181817,0.34545454545454546,1,0,0,0,0,2,,12,2022,14,50,4
2022-12-15,8,4155.83,28.55,0.0,0,0,0,0,0,3,,12,2022,15,50,4
2022-12-16,11,2098.1000000000004,27.166666666666668,0.0,0,0,0,0,0,4,,12,2022,16,50,4
2022-12-17,8,9379.630000000001,25.0,0.18,1,1,0,0,0,5,,12,2022,17,50,4
2022-12-18,12,4816.19,25.114285714285717,0.31428571428571433,1,1,0,0,0,6,,12,2022,18,50,4
2022-12-19,12,8215.17,25.071428571428573,1.842857142857143,1,0,0,0,0,0,,12,2022,19,51,4
2022-12-20,10,3719.9700000000003,27.6,0.425,1,0,0,0,0,1,,12,2022,20,51,4
2022-12-21,15,8927.609999999999,26.575,0.075,1,0,0,0,0,2,,12,2022,21,51,4
2022-12-22,8,2658.0099999999998,27.75,0.35,1,0,0,0,0,3,,12,2022,22,51,4
2022-12-23,16,6345.82,27.066666666666666,0.15,1,0,0,0,0,4,,12,2022,23,51,4
2022-12-24,105,61992.07,26.3325,0.09,1,1,0,1,0,5,,12,2022,24,51,4
2022-12-25,89,72059.68,23.88823529411765,1.4617647058823529,1,1,1,0,0,6,Christmas Day,12,2022,25,51,4
2022-12-26,77,50603.06,26.083783783783783,0.14864864864864866,1,0,0,0,1,0,,12,2022,26,52,4
2022-12-27,23,39425.38,26.45714285714286,0.1142857142857143,1,0,0,0,0,1,,12,2022,27,52,4
2022-12-28,12,6353.01,27.099999999999998,0.10000000000000002,1,0,0,0,0,2,,12,2022,28,52,4
